	Bacillus_subtilis
880	0.9993356188046453
881	0.9110011059034178
882	0.5686900958466453
883	0.999048706240487
886	0.9993430632958514
889	0.9356677008801367
891	0.9995376310526984
892	0.9998758242167612
896	0.9994992614105805
897	0.9996332697667597
900	0.998947072862558
904	0.9991019577321439
905	0.91768117002497
906	0.9989286479537177
908	0.801663467690339
913	0.9992300585155528
915	0.9958306817932457
916	0.9993005525634748
920	0.9387024554934332
923	0.9993037569276185
928	0.9991255343956471
939	0.6682030428539664
941	0.9956034293251265
944	0.9965799009095615
948	0.8003752874120145
950	0.9991682885040838
954	0.9990012983121942
956	0.24409711021155708
960	0.9989602707916961
966	0.9992962801368032
968	0.9993848141369711
969	0.9963686201928146
970	0.9996193702480753
971	0.6581157568011684
972	0.9995168187345482
973	0.9991119793979221
974	0.9990982054288033
975	0.9996305191206356
976	0.9990419765536367
979	0.9991497321656322
981	0.9991529013130029
983	0.9992525506708357
985	0.9994785528799524
989	0.9620694828600995
1000	0.9986894183638699
1001	0.985251325387651
1002	0.9991740315519947
1010	0.9984982115064303
1014	0.9980243661508067
1015	0.9992122986438408
1017	0.9988031692079374
1018	0.8996590565793449
1019	0.9989755882684369
1020	0.9992943915891477
1023	0.9991398959274073
1026	0.9991023339317774
1030	0.7325956662056247
1034	0.9989424828153458
1036	0.9984632052927209
1038	0.9992329008812051
1040	0.9985872214177233
1042	0.9994313981918462
1048	0.9989513560277367
1052	0.9996036255053776
1059	0.805831383214218
1060	0.9362513191238864
1061	0.5001875951769648
1063	0.027467767415787596
1064	0.9996113184079602
1065	0.9991742179844312
1067	0.9052871499935047
1070	0.9990066643789846
1075	0.29152358575817816
1077	0.9994392929484079
1078	0.9254797810071322
1081	0.9991620930914575
1082	0.9977661950856291
1087	0.998867227766513
1088	0.9989531287175826
1089	0.9987405894041588
1096	0.998980632008155
1097	0.695903741205865
1103	0.32236079825552527
1108	0.9992634482081332
1112	0.9994729352237389
1114	0.9993053143452587
1121	0.9993870445741185
1123	0.999476124368075
1125	0.9991472548713065
1126	0.998785877325045
1127	0.9988641204032372
1128	0.9986804977568462
1131	0.986338112904843
1133	0.9992229388452871
1138	0.6817028606009822
1141	0.9994163367347931
1142	0.999395039322444
1145	0.9992654620243867
1146	0.9992415048543689
1149	0.9988585304097876
1152	0.999630964535692
1154	0.9978250099687043
1156	0.9990710244067224
1157	0.99926143847167
1158	0.9301780900614256
1161	0.6041733035998726
1165	0.9996005219846069
1167	0.9984800121599027
1173	0.998709311030228
1174	0.9990278992903665
1176	0.9984007250046645
1178	0.9993076230699993
1188	0.9992821249102656
1190	0.999484376611323
1192	0.9990824621821496
1194	0.9993463197803634
1196	0.9726302344676581
1198	0.9996604106766884
1206	0.9991902469746727
1207	0.9989662479971054
1230	0.9995723815496892
1231	0.8877534900350043
1232	0.9994445308507565
1233	0.9991944928092994
1241	0.9977826461014483
1245	0.7338983050847457
1247	0.9990308825429642
1249	0.7972065538544185
1254	0.9992850184554611
1256	0.9988832958235263
1257	0.9992209790345983
1261	0.8640132981470873
1263	0.9986369437801266
1265	0.9988449877279946
1269	0.9994438388467441
1271	0.9991894301694091
1273	0.9684631557356034
1280	0.9988496381153238
1281	0.9961011050038989
1283	0.9996081466315304
1285	0.9984974935460518
1286	0.9995139142058572
1287	0.9996651075562899
1295	0.9991694352159468
1296	0.9988767578739273
1297	0.9989007002539383
1298	0.9994109539012522
1301	0.9993527172928047
1304	0.9992947316453911
1308	0.9777382921798092
1310	0.999301851489849
1312	0.998668406615356
1314	0.9988898611673436
1320	0.7784498401451655
1323	0.9991325844645877
1324	0.9989367106553407
1331	0.9986266754559437
1332	0.999741033277224
1334	0.9986456837942523
1338	0.9986265874360218
1345	0.9993532949621677
1346	0.999099561486444
1348	0.9992194715822612
1350	0.999170743842773
1353	0.9988978590912848
1355	0.998825463941743
1357	0.9990773205388448
1359	0.9671270456910415
1360	0.6896469849342453
1361	0.999349119358492
1362	0.998981762230167
1363	0.9989444016340664
1366	0.9985180287502422
1367	0.6307117771693385
1369	0.9990023942537909
1376	0.03543911086867584
1377	0.999395679105605
1379	0.9987464925898427
1389	0.9993595559587981
1390	0.9990326013350102
1394	0.9991478483170004
1398	0.9004024505296344
1400	0.9992677479588474
1402	0.9882920637699555
1406	0.9995641514573685
1409	0.9989478806370583
1413	0.9985007308936893
1424	0.13880637094473255
1426	0.9990256497698097
1431	0.999306662968869
1435	0.9991611441993121
1436	0.9985063480209111
1437	0.9988997689514798
1439	0.9857627861132406
1445	0.9994360223786319
1447	0.9983530961791831
1457	0.9993214174232862
1458	0.9990855993324875
1463	0.9994598827945663
1465	0.3878246768204476
1470	0.9431014862581468
1484	0.9991297442535926
1495	0.9592190889370933
1498	0.9987825663501338
1499	0.9994418396963608
1503	0.9989417429493624
1507	0.9989516061393945
1513	0.6538957474243257
1514	0.999477513486683
1516	0.9992247661377849
1520	0.9995978606184903
1521	0.998631074606434
1523	0.9994907105606258
1525	0.9656872159272775
1531	0.9306189354002352
1538	0.9994480576227842
1543	0.8312923773662367
1546	0.9830747245842159
1547	0.5747395606479085
1549	0.9991158345195887
1550	0.9978599738060794
1552	0.9984635583987486
1556	0.9988064689383542
1561	0.8094605785430766
1563	0.9986665422106065
1565	0.9990113203816303
1567	0.9993355570025647
1577	0.9991502379333786
1581	0.9990779160903642
1583	0.999089916272297
1586	0.9902903194484902
1587	0.9996133696765837
1588	0.999194230691753
1589	0.9990121355350046
1590	0.9993027525778787
1591	0.9987346286134979
1593	0.9990226315103602
1595	0.9992141762602648
1598	0.9991940033851858
1601	0.9985767269743727
1602	0.9989813588672711
1605	0.9992803360830492
1606	0.9992547818166764
1607	0.9991374291074548
1609	0.7302001061405425
1610	0.9989982870708913
1611	0.9995826261164752
1614	0.9987386852648762
1617	0.6596291012838802
1621	0.999111199991112
1625	0.9988376761977218
1630	0.9992380952380953
1632	0.9995846486127264
1636	0.9772622101360269
1638	0.9565621024400867
1639	0.4960120896650156
1643	0.9994281662435096
1645	0.7849886576585462
1647	0.9994547912941073
1648	0.03149628304734224
1653	0.9992600996399151
1655	0.9998710783650159
1665	0.9994724291472344
1667	0.9986621260034054
1668	0.999512670565302
1669	0.8374016315932877
1670	0.9992889950656259
1674	0.9982951690474481
1675	0.9878114842903575
1676	0.9990366302809334
1680	0.9983681462140993
1684	0.9997481330361304
1686	0.9991448727998289
1688	0.9992653630942906
1691	0.9992958407661253
1693	0.9994474171355946
1698	0.994058229352347
1701	0.8495243854222387
1712	0.9990427874030823
1715	0.9992207724742206
1728	0.9993795910264045
1730	0.999060527641839
1732	0.9992674350459074
1737	0.9988021656844426
1740	0.9994283493014428
1742	0.9989898224612976
1743	0.9988012610733509
1745	0.998668699924963
1747	0.9990521408691005
1752	0.9586637421967269
1753	0.9991661107404937
1758	0.6485547306902543
1759	0.9989110586185522
1764	0.8815395550194921
1765	0.999066554653225
1768	0.9393391843056272
1770	0.9989879846173662
1771	0.9888036291684763
1777	0.9986915790024599
1778	0.6569221158381886
1780	0.9993139407244785
1782	0.9988495609157496
1785	0.9898202373681122
1790	0.9990740569269801
1796	0.9992903271591796
1797	0.9954906204906205
1798	0.9992059868590826
1801	0.9987351378699723
1804	0.9992769342010123
1811	0.9993400995129934
1821	0.8366466560077227
1822	0.9989538411465901
1826	0.999419946867133
1827	0.9991098451130497
1828	0.9371760640804147
1829	0.9984626815957365
1830	0.9990030904196989
1831	0.999017199017199
1832	0.9993065507835975
1834	0.9997455762062869
1838	0.9991346486673589
1839	0.9939184929728928
1841	0.9692427517802645
1846	0.9997572078907436
1847	0.9988748558409045
1849	0.6253460658829194
1851	0.9987543955464849
1857	0.9994410753709863
1858	0.5303508348969088
1859	0.9989662139937032
1864	0.9991711676865909
1866	0.928511354079058
1867	0.9987405108945807
1875	0.9957966722868464
1884	0.9992261659100289
1885	0.9910076589938914
1889	0.9994760763356778
1890	0.9994132488411664
1892	0.6833288111263797
1894	0.9990562476406191
1898	0.9988888414034788
1904	0.9991135851933272
1905	0.99900642100426
1906	0.9992142688771902
1908	0.999578521453258
1910	0.9993717803744189
1913	0.9996858046542805
1917	0.9994290803626481
1918	0.9990815576781779
1920	0.8915025446100533
1922	0.9988559661365977
1926	0.9989520675706831
1929	0.9990896216872345
1930	0.9979010998236925
1934	0.9992862954451376
1935	0.9985486977861043
1936	0.9966111746515863
1949	0.9985181792464267
1952	0.9983714681214885
1953	0.9989624313691582
1964	0.9988774835676067
1966	0.9992379442784857
1974	0.9986564958426011
1975	0.9990762551383308
1976	0.9994221991101867
1986	0.9984207980891657
1988	0.9986283895922203
1989	0.5964203808954033
1994	0.7321428571428571
1997	0.6719084687320411
1999	0.998356002235837
2004	0.9995920421012553
2006	0.9985911689775409
2007	0.9988300900830637
2008	0.9998752821740812
2009	0.9995365435417342
2010	0.9989681147456403
2016	0.9990728878700019
2024	0.9995406733728355
2029	0.999069421179974
2031	0.9992291860976005
2035	0.9986338548971748
2037	0.9988703330634684
2038	0.9985631620883785
2042	0.9996626825730575
2043	0.8606844323783668
2044	0.9994016693425343
2045	0.9271606746510134
2047	0.8419405906036922
2053	0.9990362803386362
2058	0.9984762098259069
2069	0.9987975951903808
2071	0.9988971436019289
2072	0.9994970135177617
2076	0.999030913848241
2077	0.6046841803187901
2080	0.9993854096244853
2086	0.9310327976005034
2087	0.9999059558180433
2088	0.8917226046432083
2091	0.9994734209209867
2092	0.9993133754463059
2095	0.9986733340136749
2097	0.9993095829881248
2105	0.9954853273137698
2106	0.9992681231016943
2108	0.9390279455249677
2117	0.9995730205946399
2121	0.9988674971687429
2125	0.9983900613118316
2128	0.9947355271611108
2131	0.9992618836728668
2135	0.9992266197482648
2137	0.9991793936630956
2138	0.9988471884206482
2141	0.6632846541180607
2146	0.9994427106553723
2149	0.9987333434665857
2151	0.9994157001373104
2156	0.9991680301727724
2160	0.9984366561496263
2161	0.9992200752627372
2170	0.9989197364156854
2175	0.9993095448519663
2178	0.9992786554136911
2180	0.8665265523859564
2185	0.4029451137884873
2188	0.9995890298364339
2193	0.9982281827970179
2197	0.999418672247413
2205	0.9873171729569397
2206	0.9990382765916522
2208	0.9949949949949951
2213	0.9982012591186169
2214	0.9984393441343725
2215	0.9991585560822371
2219	0.9985493054799985
2221	0.684380251062568
2225	0.9953266660435555
2231	0.9990651972953042
2232	0.9991527577734475
2238	0.9972895476397666
2241	0.9990253173810278
2243	0.9987673934480115
2247	0.9707462337965667
2249	0.9990924107385962
2251	0.9987231543195689
2256	0.8236304926638593
2262	0.9993649180744315
2270	0.9991231339193722
2273	0.9990582473984085
2277	0.9989246155500591
2278	0.9986688408932077
2279	0.9988759624571462
2282	0.9990871331416313
2283	0.9981371718882304
2287	0.9994092671220233
2288	0.9991027366532077
2289	0.21929500993353912
2293	0.9992863429835621
2294	0.9995763968314483
2295	0.7678639663737103
2305	0.9992991800406475
2309	0.9992927030531652
2312	0.9990423290557364
2324	0.999038831218762
2326	0.9996077251984258
2328	0.9994321139557996
2331	0.9986763254795311
2332	0.9988256018790369
2335	0.9988053877014663
2337	0.9534040215506401
2339	0.9990983163106382
2348	0.99986944658407
2350	0.9995763758957884
2351	0.9990342946125711
2354	0.2783656927100473
2359	0.9490721125328362
2361	0.9995648768601514
2363	0.9994687703361355
2367	0.9988001070673693
2372	0.4622313180015494
2373	0.998688368210815
2375	0.9988217273477084
2376	0.9993839785131705
2381	0.9991194857796953
2382	0.2359290032296354
2384	0.999300209937019
2388	0.9988927192600412
2391	0.9980877424289697
2392	0.9989924230211189
2393	0.9991676531518201
2394	0.7508753119022563
2399	0.9990818949687844
2401	0.998608211551844
2408	0.9989510244994056
2409	0.998686058256892
2411	0.9991672218520986
2413	0.9987801406904404
2414	0.9996146385952294
2415	0.9994485192742513
2417	0.9984129355091677
2421	0.999008384658609
2422	0.9987797302094426
2426	0.9995112533906795
2429	0.9992998669747253
2434	0.9993953913707233
2437	0.37953046431136944
2439	0.9995006179852431
2440	0.9994553525230794
2443	0.9994784196114225
2444	0.99923925446938
2453	0.9990879241152864
2454	0.999128160418483
